"","chamber","DateTime","Tmin","Tmax","Tmean","Treat"
"42",1,2013-02-23,18.7878888037897,23.4586130777995,21.2173817556819,"Ambient"
"43",1,2013-02-24,20.0849240620931,33.0328164418538,24.9065922683285,"Ambient"
"44",1,2013-02-25,21.592405996015,30.4095404307048,25.3446201323822,"Ambient"
"45",1,2013-02-26,21.092293993632,29.1707248687744,24.6197547679093,"Ambient"
"46",1,2013-02-27,19.349574025472,30.882759475708,22.8412880031652,"Ambient"
"47",1,2013-02-28,16.0702946980794,29.5947472254435,21.3943000495434,"Ambient"
"48",1,2013-03-01,16.029468981425,18.7922992070516,17.0856238644183,"Ambient"
"49",1,2013-03-02,15.0282753308614,19.5784136454264,17.4607132837977,"Ambient"
"50",1,2013-03-03,17.2869587580363,23.3457311630249,20.029445384587,"Ambient"
"51",1,2013-03-04,16.5383298873901,27.1863133748372,21.0846080810366,"Ambient"
"52",1,2013-03-05,16.5066162109375,27.9210472106934,21.5976292597991,"Ambient"
"53",1,2013-03-06,16.7440315246582,29.0418563842773,22.1711506081952,"Ambient"
"54",1,2013-03-07,15.0557955106099,29.5636931101481,21.9835736175117,"Ambient"
"55",1,2013-03-08,15.4287017822266,28.3334139506022,21.4793209238519,"Ambient"
"56",1,2013-03-09,16.4166116714478,29.358239364624,22.2636983974219,"Ambient"
"57",1,2013-03-10,16.2815947850545,29.4737155914307,22.1412137671611,"Ambient"
"58",1,2013-03-11,18.3473745346069,28.9613468170166,22.6738377070128,"Ambient"
"59",1,2013-03-12,16.847713915507,27.5514604568481,21.4084105628793,"Ambient"
"60",1,2013-03-13,14.2436589241028,30.2236541748047,21.9553610787059,"Ambient"
"61",1,2013-03-14,16.6322829564412,26.0286679585775,21.8841903373746,"Ambient"
"62",1,2013-03-15,19.6627525965373,24.798908551534,21.8967270758417,"Ambient"
"63",1,2013-03-16,18.2879487991333,31.0471123377482,24.0163081445107,"Ambient"
"64",1,2013-03-17,13.4785067558289,24.4605803807577,19.8972113746789,"Ambient"
"65",1,2013-03-18,10.4199117660522,23.5510634740194,17.3319199957407,"Ambient"
"66",1,2013-03-19,11.747717444102,24.7690211613973,17.7541118206623,"Ambient"
"67",1,2013-03-20,11.5564779599508,26.6211201349894,19.0332595407856,"Ambient"
"68",1,2013-03-21,12.9364796638489,28.5593969980876,21.0040506972207,"Ambient"
"69",1,2013-03-22,16.5748224894206,32.7257982889811,25.6447839542956,"Ambient"
"70",1,2013-03-23,21.1873008092244,31.4420216242472,25.1938478286762,"Ambient"
"71",1,2013-03-24,18.4101044336955,32.0065465927124,24.4219768357106,"Ambient"
"72",1,2013-03-25,12.839017645518,29.7157498677572,21.2832948800377,"Ambient"
"73",1,2013-03-26,15.7940569877625,28.3558638254801,22.0410105201506,"Ambient"
"74",1,2013-03-27,18.1688381830851,32.3355679829915,24.0328639580358,"Ambient"
"75",1,2013-03-28,16.6584918340047,33.1544431050619,23.790453231057,"Ambient"
"76",1,2013-03-29,13.3128896077474,23.4160870234172,18.8947503305357,"Ambient"
"77",1,2013-03-30,12.0536568959554,25.4704853693644,19.1060255824985,"Ambient"
"78",1,2013-03-31,14.9958821614583,25.1379194259644,18.9750669464843,"Ambient"
"79",1,2013-04-01,14.5347674687703,26.4046513239543,19.6421130420708,"Ambient"
"80",1,2013-04-02,11.3990338007609,26.4930738449097,19.0269253953277,"Ambient"
"81",1,2013-04-03,12.560825252533,18.6720483779907,16.4041993873628,"Ambient"
"82",1,2013-04-04,14.9050505638123,19.9019485473633,16.5343159896605,"Ambient"
"83",1,2013-04-05,14.5270703315735,23.040517171224,17.4400910712058,"Ambient"
"84",1,2013-04-06,13.2816783905029,22.1151360829671,16.7866081870598,"Ambient"
"85",1,2013-04-07,11.0706800460815,24.5745772043864,16.7089515538519,"Ambient"
"86",1,2013-04-08,10.6768143018087,24.1775173187256,17.0719626154951,"Ambient"
"87",1,2013-04-09,12.2111208597819,23.5024628957113,16.9205141882636,"Ambient"
"88",1,2013-04-10,10.9008242925008,24.8248192469279,17.0120351010646,"Ambient"
"89",1,2013-04-11,10.6553157488505,26.5550558725993,17.3639810569397,"Ambient"
"90",1,2013-04-12,12.1076056798299,25.5353980382284,18.0734077926712,"Ambient"
"91",1,2013-04-13,10.4816541353861,25.7246740976969,17.8147155202311,"Ambient"
"92",1,2013-04-14,10.9166584014893,28.7639348347982,18.5305889642687,"Ambient"
"93",1,2013-04-15,11.1624651273092,26.6338461558024,18.1846203099709,"Ambient"
"94",1,2013-04-16,13.9326630274455,20.5647160847982,17.3557093116924,"Ambient"
"95",1,2013-04-17,11.4374682744344,22.9858533859253,16.9832731740876,"Ambient"
"96",1,2013-04-18,12.1508843104045,24.2925893783569,17.3480620128313,"Ambient"
"97",1,2013-04-19,11.6504777908325,20.0859440485636,15.2635768735174,"Ambient"
"98",1,2013-04-20,11.8518953323364,17.9615553538005,14.6863216943878,"Ambient"
"99",1,2013-04-21,7.84140152931213,20.1854602177938,13.9260572238459,"Ambient"
"100",1,2013-04-22,11.2409171740214,24.3818207422892,15.9554591200678,"Ambient"
"101",1,2013-04-23,6.82400792439779,23.4035277048747,14.7960999481941,"Ambient"
"102",1,2013-04-24,6.15653553009033,21.6135279973348,13.8169896552921,"Ambient"
"103",1,2013-04-25,7.33028968175252,21.3207195281982,13.4790680951649,"Ambient"
"104",1,2013-04-26,5.40507143338521,24.1484009424845,14.4058356623923,"Ambient"
"105",1,2013-04-27,7.12205238342285,24.793613688151,15.2801114935281,"Ambient"
"106",1,2013-04-28,7.07396206855774,28.2296799341838,16.640561404397,"Ambient"
"107",1,2013-04-29,8.33297052383423,27.0064316431681,17.3020116328806,"Ambient"
"108",1,2013-04-30,14.7730230013529,24.0505922953288,18.9733421611202,"Ambient"
"109",1,2013-05-01,15.2230589866638,27.5324141184489,19.6453996334666,"Ambient"
"110",1,2013-05-02,10.3577222824097,19.1463528315226,14.3952990448069,"Ambient"
"111",1,2013-05-03,5.84783050219218,22.3090092341105,13.2660197239783,"Ambient"
"112",1,2013-05-04,8.47269147237142,24.5374369303385,16.8543410674752,"Ambient"
"113",1,2013-05-05,8.81405560175578,18.7652314503988,14.0958374208314,"Ambient"
"114",1,2013-05-06,5.49611792564392,19.8007439295451,12.4186474639882,"Ambient"
"115",1,2013-05-07,10.7254107793172,20.306099764506,15.2156248360872,"Ambient"
"116",1,2013-05-08,7.59749722480774,21.4824745178223,13.8355391539233,"Ambient"
"117",1,2013-05-09,7.14985467592875,22.6491395950317,13.5289340297595,"Ambient"
"118",1,2013-05-10,5.72939457893372,22.2055067062378,12.9749889194378,"Ambient"
"119",1,2013-05-11,8.67818161646525,21.4114891052246,14.7831563275561,"Ambient"
"120",1,2013-05-12,10.5390308698018,22.115619913737,14.8081530886419,"Ambient"
"121",1,2013-05-13,8.7559308052063,20.6779577891032,14.2897207082493,"Ambient"
"122",1,2013-05-14,7.29473431905111,19.566353670756,14.3103989916944,"Ambient"
"123",1,2013-05-15,3.26860701243083,21.0982661565145,10.9893832163812,"Ambient"
"124",1,2013-05-16,8.65446910858154,20.9917070388794,14.0011839219426,"Ambient"
"125",1,2013-05-17,7.59832708040873,20.5444727579753,13.7191281002001,"Ambient"
"126",1,2013-05-18,2.35413015683492,19.4008927027384,10.1582181561217,"Ambient"
"127",1,2013-05-19,1.19260294834773,19.1383238474528,9.44841774954697,"Ambient"
"128",1,2013-05-20,1.5779182155927,18.8019446690877,9.35189175781357,"Ambient"
"129",1,2013-05-21,4.4571391582489,23.368199412028,13.1596848994707,"Ambient"
"130",1,2013-05-22,3.66392805576324,15.8959443092346,10.0581783488446,"Ambient"
"131",1,2013-05-23,9.64453938802083,15.1174512863159,12.5436465660411,"Ambient"
"132",1,2013-05-24,11.920424969991,18.1332815170288,14.062198350186,"Ambient"
"133",1,2013-05-25,7.01228699684143,20.1482574462891,12.9835833977093,"Ambient"
"134",1,2013-05-26,1.81718715429306,18.2907057444255,9.09639075148223,"Ambient"
"135",1,2013-05-27,3.15027242501577,18.6768763860067,10.2154605225129,"Ambient"
"136",1,2013-05-28,9.58610798517863,18.0475954691569,13.5551443132769,"Ambient"
"137",1,2013-05-29,10.853619035085,16.9528741200765,13.0889297618234,"Ambient"
"138",1,2013-05-30,7.95629900296529,21.1537560780843,13.2794334484849,"Ambient"
"139",1,2013-05-31,7.68763796488444,23.5528570175171,13.754603645056,"Ambient"
"140",1,2013-06-01,8.855348777771,20.6875263214111,14.675589171992,"Ambient"
"141",1,2013-06-02,10.2279199918111,15.5017429033915,13.422980778384,"Ambient"
"142",1,2013-06-03,4.92240926424662,18.3218096415202,12.1272186411271,"Ambient"
"143",1,2013-06-04,3.81709404786428,19.3643981933594,10.4846194850982,"Ambient"
"144",1,2013-06-05,5.34969820976257,17.5411083221436,10.5722186629625,"Ambient"
"145",1,2013-06-06,12.3695303916931,15.6618590672811,14.0045790110557,"Ambient"
"146",1,2013-06-07,8.55811678568522,25.8072493871053,16.2608408415945,"Ambient"
"147",1,2013-06-08,7.77779561678568,17.2726495742798,13.0318905790861,"Ambient"
"148",1,2013-06-09,7.37605133056641,19.2371630986532,12.2491937352071,"Ambient"
"149",1,2013-06-10,5.99924155871073,16.1150590260824,10.594136311545,"Ambient"
"150",1,2013-06-11,5.81644180615743,18.3645085016886,11.069423808104,"Ambient"
"151",1,2013-06-12,5.81428691546122,13.9005290031433,9.91860327703017,"Ambient"
"152",1,2013-06-13,6.55209633509318,19.9973680496216,12.0542168837134,"Ambient"
"153",1,2013-06-14,6.45766555468241,20.2791443506877,12.8968437632192,"Ambient"
"154",1,2013-06-15,9.6934144337972,19.2172510147095,14.8999096935475,"Ambient"
"155",1,2013-06-16,3.87207280000051,20.3044573465983,10.2396177472553,"Ambient"
"156",1,2013-06-17,1.09251506725947,17.4881277720133,8.37440894893821,"Ambient"
"157",1,2013-06-18,0.854446202516556,18.0107643127441,8.98790810331769,"Ambient"
"158",1,2013-06-19,6.41972544987996,16.4203652699788,11.9682645146778,"Ambient"
"159",1,2013-06-20,5.02722175916036,16.5265495936076,10.3871319269141,"Ambient"
"160",1,2013-06-21,3.68773884773254,18.8921943028768,9.12594210049638,"Ambient"
"161",1,2013-06-22,1.3015792131424,16.1988085428874,8.69792548246067,"Ambient"
"162",1,2013-06-23,9.71522432963053,13.7584291776021,11.26992271863,"Ambient"
"163",1,2013-06-24,9.4406284014384,14.5261947313944,11.4934325923629,"Ambient"
"164",1,2013-06-25,9.01459687550863,14.000262037913,11.5710518577727,"Ambient"
"165",1,2013-06-26,11.6567006111145,18.8203694025675,14.457496940171,"Ambient"
"166",1,2013-06-27,11.4430790583293,17.5378116607666,13.9364002364724,"Ambient"
"167",1,2013-06-28,11.3689357439677,16.8324682871501,13.6373809930244,"Ambient"
"168",1,2013-06-29,11.286764272054,13.3246847788493,12.4539086578461,"Ambient"
"169",1,2013-06-30,8.55201555887858,16.3393131891886,12.376161067802,"Ambient"
"170",1,2013-07-01,5.41555781364441,18.0131032307943,10.0705036646737,"Ambient"
"171",1,2013-07-02,2.03801084359487,17.2177220026652,8.85315156790785,"Ambient"
"172",1,2013-07-03,1.47216514348984,18.1537457148234,7.49434598411209,"Ambient"
"173",1,2013-07-04,0.264553074042002,22.9289101918538,11.7878111667447,"Ambient"
"174",1,2013-07-05,4.04036767482758,19.9747117360433,11.5232414545899,"Ambient"
"175",1,2013-07-06,2.4122701327006,18.2631233851115,8.89494615573716,"Ambient"
"176",1,2013-07-07,1.48629571596781,17.7597118377686,8.91819610067086,"Ambient"
"177",1,2013-07-08,0.131158403555552,17.8008548100789,7.87411392648799,"Ambient"
"178",1,2013-07-09,3.2601078748703,15.0127809206645,9.06197313092729,"Ambient"
"179",1,2013-07-10,4.78349641164144,14.1516349474589,9.84333574958813,"Ambient"
"180",1,2013-07-11,1.7068789601326,16.4453488032023,8.29322387150032,"Ambient"
"181",1,2013-07-12,3.35161230564117,16.1386637687683,8.32557142266877,"Ambient"
"182",1,2013-07-13,3.52529832522074,15.8676349322001,8.96923508130574,"Ambient"
"183",1,2013-07-14,6.43305988311768,18.6293599446615,12.0129467825469,"Ambient"
"184",1,2013-07-15,10.5316043535868,18.34771900177,13.2065680456204,"Ambient"
"185",1,2013-07-16,11.4276459376017,21.5227393468221,14.8511036692768,"Ambient"
"186",1,2013-07-17,8.55814876556397,23.6384960810343,15.0938182250573,"Ambient"
"187",1,2013-07-18,7.12592225074768,22.4731030146281,13.615534249338,"Ambient"
"188",1,2013-07-19,11.9628781000773,19.2068909327189,15.3853740239656,"Ambient"
"189",1,2013-07-20,6.86202279726664,20.4783301671346,13.5915987927159,"Ambient"
"190",1,2013-07-21,2.25996285279592,16.9862438201904,10.296252337496,"Ambient"
"191",1,2013-07-22,1.31305570205053,17.9678380330404,8.27075374396818,"Ambient"
"192",1,2013-07-23,1.57673981984456,17.6653828303019,8.90394802827214,"Ambient"
"193",1,2013-07-24,3.87650952339172,17.3083051681519,11.8591958394027,"Ambient"
"194",1,2013-07-25,0.270698110759258,18.5982284545898,7.89245759402263,"Ambient"
"195",1,2013-07-26,0.00662217837831289,18.2524175643921,7.94133298649564,"Ambient"
"196",1,2013-07-27,0.265450368821621,18.0983211517334,8.35138497365602,"Ambient"
"197",1,2013-07-28,1.9607483069102,17.7555161158244,8.52549421085065,"Ambient"
"198",1,2013-07-29,3.2673184633255,22.7726245880127,11.9128589856876,"Ambient"
"199",1,2013-07-30,4.43263626098633,19.3954297383626,11.6248974578996,"Ambient"
"200",1,2013-07-31,7.72275201479594,16.6476341883341,12.908994239777,"Ambient"
"201",1,2013-08-01,2.51123859087626,18.3688633600871,9.99416048523559,"Ambient"
"202",1,2013-08-02,3.28716812928518,21.0979382197062,11.0781740628503,"Ambient"
"203",1,2013-08-03,3.4678394317627,19.441545232137,12.0967916827475,"Ambient"
"204",1,2013-08-04,7.30095580418905,20.3428597132365,13.2749107746561,"Ambient"
"205",1,2013-08-05,5.38275705973307,20.5916316350301,12.8725698457877,"Ambient"
"206",1,2013-08-06,4.65062101682027,24.1987416585286,14.2893866437204,"Ambient"
"207",1,2013-08-07,7.77182399431864,17.4878619511922,12.0215415320463,"Ambient"
"208",1,2013-08-08,6.71824591954549,14.1661407152812,10.5902400410891,"Ambient"
"209",1,2013-08-09,1.89990787108739,18.9237902323405,10.4745918825669,"Ambient"
"210",1,2013-08-10,3.71382749875387,22.829065322876,13.2624568189691,"Ambient"
"211",1,2013-08-11,0.643985188007355,21.6978862126668,10.9386189909287,"Ambient"
"212",1,2013-08-12,4.74200814565023,26.1733823776245,13.2219577506028,"Ambient"
"213",1,2013-08-13,4.98183860778809,21.7866264979045,12.9824995321399,"Ambient"
"214",1,2013-08-14,3.39793216387431,23.5448235829671,13.5811621837585,"Ambient"
"215",1,2013-08-15,3.33808311339348,18.2104978561401,11.7719748067145,"Ambient"
"216",1,2013-08-16,-0.0939627967774868,20.662015024821,8.95021111629652,"Ambient"
"217",1,2013-08-17,5.43986611366272,23.8851815541585,13.8733127787496,"Ambient"
"218",1,2013-08-18,7.35236461957296,22.9626240412394,14.1784928852085,"Ambient"
"219",1,2013-08-19,6.72257383664449,20.5699939727783,13.4113392389323,"Ambient"
"220",1,2013-08-20,1.94440342533973,16.2232176144918,9.24833327415917,"Ambient"
"221",1,2013-08-21,-0.148182397087415,17.3221037546794,8.04709999308353,"Ambient"
"222",1,2013-08-22,-0.0220256371357834,18.2375658671061,9.09268714269916,"Ambient"
"223",1,2013-08-23,9.81671574910482,18.0886596043905,14.3511713021972,"Ambient"
"224",1,2013-08-24,4.36807702382406,21.9112829208374,13.6348192503803,"Ambient"
"225",1,2013-08-25,2.49749309221904,23.458330599467,12.1996614885159,"Ambient"
"226",1,2013-08-26,1.81295911471049,19.6563712437948,10.6444381175983,"Ambient"
"227",1,2013-08-27,5.71250071525574,21.5057289123535,12.9817468951253,"Ambient"
"228",1,2013-08-28,3.48593861262004,23.2120153427124,12.8721177969382,"Ambient"
"229",1,2013-08-29,4.59238457679749,22.9811606089274,13.4302819244751,"Ambient"
"230",1,2013-08-30,7.87501551310221,28.4897624969482,18.1350329343296,"Ambient"
"231",1,2013-08-31,7.23836417198181,23.0740504582723,15.0380617950125,"Ambient"
"232",1,2013-09-01,3.99704831441243,23.3429897944132,13.0464020980809,"Ambient"
"233",1,2013-09-02,4.4726721127828,23.4377183278402,13.2389273652039,"Ambient"
"234",1,2013-09-03,4.71627475420634,23.4094371795654,13.843050055788,"Ambient"
"235",1,2013-09-04,5.36752508481344,24.3945865631104,13.816845414614,"Ambient"
"236",1,2013-09-05,5.01004163424174,27.0929794947306,15.7667507319361,"Ambient"
"237",1,2013-09-06,9.11857481002808,28.4382486343384,17.6806788277242,"Ambient"
"238",1,2013-09-07,11.5424387613932,31.2660411834717,19.5520134100564,"Ambient"
"239",1,2013-09-08,14.9485972722371,21.3891947428385,17.5062694803041,"Ambient"
"240",1,2013-09-09,13.3869565645854,26.2078197479248,18.729418280913,"Ambient"
"241",1,2013-09-10,15.035940570216,31.8226582209269,21.9103982523016,"Ambient"
"242",1,2013-09-11,6.03309990564982,24.8329974492391,15.6565833134997,"Ambient"
"243",1,2013-09-12,4.10917108853658,23.4237255096436,14.2592717831333,"Ambient"
"244",1,2013-09-13,5.28976119359334,18.7344323476156,12.8527028931992,"Ambient"
"245",1,2013-09-14,10.4665370141306,23.1714649200439,15.6259264954957,"Ambient"
"246",1,2013-09-15,8.22537206013997,21.8524852752686,14.655697859823,"Ambient"
"247",1,2013-09-16,11.9332478523254,16.7425461451213,14.2580729303468,"Ambient"
"248",1,2013-09-17,13.4231669743856,35.1962471008301,18.285761250924,"Ambient"
"249",1,2013-09-18,13.1142302513123,25.1459849039714,18.830332971017,"Ambient"
"250",1,2013-09-19,8.27894318898519,22.4232466379801,16.824261639569,"Ambient"
"251",1,2013-09-20,6.26874629656474,21.3179437001546,12.7075349587426,"Ambient"
"252",1,2013-09-21,3.56608551343282,22.1426621754964,13.0199025751602,"Ambient"
"253",1,2013-09-22,4.48263936042786,29.3328898111979,15.3374478041645,"Ambient"
"254",1,2013-09-23,6.42625958124797,30.1466161092122,17.252632136424,"Ambient"
"255",1,2013-09-24,11.1672825495402,31.1054121653239,19.3979445323195,"Ambient"
"256",1,2013-09-25,10.6033102989197,32.8078921000163,20.8156842859201,"Ambient"
"257",1,2013-09-26,8.1228627204895,31.6896149317424,18.2537861016489,"Ambient"
"258",1,2013-09-27,4.09219515323639,24.1569285710653,14.3346001204811,"Ambient"
"259",1,2013-09-28,3.39217233657837,29.1562953948975,16.5343407332603,"Ambient"
"260",1,2013-09-29,8.16464665730794,25.3518437067668,16.7679001138054,"Ambient"
"261",1,2013-09-30,4.5068860689799,30.8960219701131,17.8700246541304,"Ambient"
"262",1,2013-10-01,9.94404061635335,33.3681109110514,19.6176045578868,"Ambient"
"263",1,2013-10-02,4.65334555308024,27.0025942484538,16.7244518869293,"Ambient"
"264",1,2013-10-03,6.25836682319641,20.7115261077881,14.1893011753117,"Ambient"
"265",1,2013-10-04,4.679665295283,27.4472014745077,14.339684701767,"Ambient"
"266",1,2013-10-05,3.33047688007355,30.333226776123,17.0943797773678,"Ambient"
"267",1,2013-10-07,10.2217389424642,24.363952255249,17.9420081034356,"Ambient"
"268",1,2013-10-08,7.91733940442403,23.5825396219889,15.1829734075828,"Ambient"
"269",1,2013-10-09,4.49177379608154,33.2616203308105,19.1725372260904,"Ambient"
"270",1,2013-10-10,8.92459863026937,38.9611484527588,24.4406774615195,"Ambient"
"271",1,2013-10-11,11.0227060635885,30.8222544352214,19.5429139378357,"Ambient"
"272",1,2013-10-12,7.1973023891449,40.3565575917562,20.5837306657806,"Ambient"
"273",1,2013-10-13,14.9882128397624,35.7005597432454,24.9520261037627,"Ambient"
"274",1,2013-10-14,7.18487912210925,23.3188747406006,16.5487866069494,"Ambient"
"275",1,2013-10-15,3.16291875044505,25.4570899963379,14.953847443716,"Ambient"
"276",1,2013-10-16,4.61728898684184,30.8610697428385,18.4755029571793,"Ambient"
"277",1,2013-10-17,10.810134601593,32.919979095459,22.1461204324465,"Ambient"
"278",1,2013-10-18,8.20145271619161,22.5053822199504,15.9315005688097,"Ambient"
"279",1,2013-10-19,5.11896980603536,26.1358993530273,15.7143571013458,"Ambient"
"280",1,2013-10-20,8.49549500147502,29.9677022298177,19.237002125799,"Ambient"
"281",1,2013-10-21,10.9115434010824,35.4805039723714,22.6210960792491,"Ambient"
"282",1,2013-10-22,17.7242551803589,24.3920222600301,20.684718674464,"Ambient"
"283",1,2013-10-23,17.3325885772705,32.7264072418213,24.6937194712487,"Ambient"
"284",1,2013-10-24,7.27015570004781,24.3740921020508,17.6527760517586,"Ambient"
"285",1,2013-10-25,3.51863543987274,23.204151725769,13.5662123079902,"Ambient"
"286",1,2013-10-26,5.17551856040955,25.3405422210693,15.8996143134264,"Ambient"
"287",1,2013-10-27,9.60543924967448,25.7840976715088,17.3895105546948,"Ambient"
"288",1,2013-10-28,12.9543097178141,26.0240786234538,19.0915653157085,"Ambient"
"289",1,2013-10-29,10.9744455019633,27.2322607676188,16.2662739356786,"Ambient"
"290",1,2013-10-30,9.2718942006429,23.4499093373617,16.3790325530968,"Ambient"
"291",1,2013-10-31,9.49807977676392,27.0400492986043,18.4099406372873,"Ambient"
"292",1,2013-11-01,13.1599613189697,26.2732770284017,19.0574891971498,"Ambient"
"293",1,2013-11-02,10.9090294837952,35.3689517974854,21.9290287329946,"Ambient"
"294",1,2013-11-03,15.3025776545207,34.679594930013,23.3955350506904,"Ambient"
"295",1,2013-11-04,11.2817990938822,21.9039342244466,16.2919128333582,"Ambient"
"296",1,2013-11-05,9.69053236643473,21.3583518981934,15.7586246082539,"Ambient"
"297",1,2013-11-06,5.69432245890299,27.8592505772909,16.4575218973618,"Ambient"
"298",1,2013-11-07,8.26098189353943,34.1338148752848,21.3880518498173,"Ambient"
"299",1,2013-11-08,12.1483812332153,38.6549238840739,26.0901054260979,"Ambient"
"300",1,2013-11-09,16.636511769788,35.0024831136068,25.1170941696792,"Ambient"
"301",1,2013-11-10,12.7528503100077,16.5559674580892,15.0796488106998,"Ambient"
"302",1,2013-11-11,12.9106842676798,16.492233022054,14.76317243403,"Ambient"
"303",1,2013-11-12,13.4937123934428,23.264831606547,17.803163644116,"Ambient"
"304",1,2013-11-13,10.7865779240926,29.9464384714762,19.8425835639986,"Ambient"
"305",1,2013-11-14,11.8849729537964,29.8378110249837,20.0838155238111,"Ambient"
"306",1,2013-11-15,13.0460852622986,25.6880163828532,17.8531060562446,"Ambient"
"307",1,2013-11-16,13.8632706642151,20.0095985412598,16.2750471221717,"Ambient"
"308",1,2013-11-17,13.1581556955973,16.4459184010824,14.4594375768443,"Ambient"
"309",1,2013-11-18,14.2284475962321,17.7030724843343,15.4684997849781,"Ambient"
"310",1,2013-11-19,15.0844031016032,25.7711387634277,19.6291909124155,"Ambient"
"311",1,2013-11-20,12.810085105896,29.6893483479818,20.6639390431104,"Ambient"
"312",1,2013-11-21,14.7015409469604,29.0888682683309,21.0611150754182,"Ambient"
"313",1,2013-11-22,17.8989149093628,25.4383384068807,19.8429153578042,"Ambient"
"314",1,2013-11-23,16.2618552525838,24.3496293385824,19.5237835858885,"Ambient"
"315",1,2013-11-24,12.0999284744263,25.7763578414917,18.7502052175956,"Ambient"
"316",1,2013-11-25,12.9981760660807,24.5680946350098,17.5464029022122,"Ambient"
"317",1,2013-11-26,11.5742696762085,23.2873566309611,17.0930479868979,"Ambient"
"318",1,2013-11-27,10.5125950495402,27.6901760101318,18.8518485565303,"Ambient"
"319",1,2013-11-28,11.9033939043681,34.9411347707113,22.6665934479739,"Ambient"
"320",1,2013-11-29,15.0156093279521,21.8264608383179,18.48192076698,"Ambient"
"321",1,2013-11-30,14.305269463857,22.1150540669759,17.5682569998353,"Ambient"
"322",1,2013-12-01,10.8563018798828,23.752676709493,17.8198199159676,"Ambient"
"323",1,2013-12-02,13.4480009396871,27.1890360514323,19.454495203495,"Ambient"
"324",1,2013-12-03,10.7451702753703,31.3791055043538,20.552873116315,"Ambient"
"325",1,2013-12-04,13.5794651985168,35.4827987670898,24.2028655819889,"Ambient"
