Room,Prov,Pot,W_treatment,Code,Unit,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
1,B,14,w,B-14,ROS1,12,12:13:59,3295.5,5.239869748,0.775560437,403.8959535,3.946636794,0.639678276,19.73197174,6,1.420000017,1,2.840000033,19.13913727,19.73197174,17.97162437,429.6658936,421.3789063,11.90260601,16.56210518,53.8988533,74.9985733,499.7883301,101.2116013,1118.374268,100.728035,2.876572371,0.489214659,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83298055,0.003946637,292.8819717,292.2891373,16.19385584,-1.959710401,2.307946586,22.91265373,6.350548548,19.4355545,2.265835854,0.609197851,1.66826831,0.597567545,0.392862687,40.68364572,0.958510138,77.79063601,418.8881231,0.009730827
1,B,2,d,B-02,ROS1,13,12:20:31,3687.5,23.5596924,1.204183589,352.2152624,5.77300391,0.672617578,21.24769592,6,1.420000017,1,2.840000033,19.23429871,21.24769592,17.97358322,429.8531799,398.8102722,11.68058014,18.48200607,52.57804108,83.1934433,499.8634644,1498.637939,1364.466064,100.7228928,3.463181257,0.565584898,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833105774,0.005773004,294.3976959,292.3842987,239.782065,-0.437217401,2.534178694,25.15990778,6.67790171,20.24099731,2.381863492,0.845629613,1.861561116,0.520302376,0.552152026,35.4761401,0.883164971,80.94538832,387.6111228,0.049200045
1,B,2,d,B-02,ROS1,14,12:22:01,3777.5,20.57142491,1.152161581,360.3517867,5.38274523,0.64746088,20.74754906,6,1.420000017,1,2.840000033,19.22292328,20.74754906,17.98338127,429.9788208,402.6852417,11.6252327,17.97003555,52.36649323,80.94700623,499.8753052,1000.246216,1089.871826,100.7238464,3.252976179,0.538855314,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833125509,0.005382745,293.8975491,292.3729233,160.039391,-1.118689975,2.457471981,24.39811493,6.428079376,19.98523617,2.344468545,0.819640898,1.810011101,0.534457443,0.534448273,36.29601803,0.894872097,80.85152631,392.9065715,0.042331466
1,B,2,d,B-02,ROS1,15,12:23:31,3867.5,15.50713684,1.09502702,374.7724814,5.037796225,0.628775658,20.3385067,6,1.420000017,1,2.840000033,19.23782158,20.3385067,17.97387505,429.8355408,408.7471008,11.60647583,17.54824066,52.23219299,78.97169495,499.7900696,498.9432068,828.7425537,100.7213058,2.960343122,0.513827085,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832983449,0.005037796,293.4885067,292.3878216,79.8309113,-1.8390096,2.396257372,23.79096808,6.242727417,19.78816414,2.316006473,0.790306326,1.767481715,0.548524759,0.514523581,37.74757372,0.916881075,80.66235217,401.3757507,0.031163869
1,B,2,d,B-02,ROS1,16,12:25:01,3957.5,4.476016701,1.038530884,409.1953846,4.674334028,0.606669496,19.86166382,6,1.420000017,1,2.840000033,19.18665504,19.86166382,17.9730854,429.9241028,422.1813965,11.56038475,17.07621384,52.19020462,77.09181976,499.7813416,101.1036224,1328.925049,100.7200165,2.720688581,0.499796629,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832968903,0.004674334,293.0116638,292.336655,16.17657923,-2.35306189,2.326586035,23.09953986,6.023326024,19.52415943,2.27835243,0.760449719,1.719916539,0.558435891,0.4943075,41.21416588,0.969240682,80.51515306,420.0537125,0.00857955
1,B,14,d,B-14,ROS1,17,12:35:53,4610,15.94477522,0.267850134,300.7534871,2.656320394,1.071387905,21.15172768,6,1.420000017,1,2.840000033,19.15990639,21.15172768,17.98241806,430.2258301,409.7835693,11.2354784,14.37758827,50.80103302,65.00802612,499.9434814,1500.037109,427.1509399,100.7061691,2.652451277,0.418615103,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833239136,0.00265632,294.3017277,292.3099064,240.0059321,1.205210926,2.519299741,25.01633974,10.63875147,20.15581703,2.369351624,0.244765465,1.447911836,0.921439788,0.154897455,30.28773154,0.733932519,60.35715433,402.2041868,0.023927679
1,B,14,d,B-14,ROS1,18,12:37:23,4700,14.5918078,0.248979932,304.581075,2.437180273,1.051470609,20.84605789,6,1.420000017,1,2.840000033,19.17466354,20.84605789,17.97369766,430.135437,411.4180908,11.22592545,14.10988235,50.71097183,63.73870087,499.8948364,999.2827148,434.4411316,100.7057724,2.574265242,0.416107893,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833158061,0.00243718,293.9960579,292.3246635,159.8852308,0.408145598,2.47241721,24.55089863,10.44101627,20.01036072,2.348119087,0.228911493,1.420946601,0.927172486,0.144746811,30.67307242,0.740320083,60.12911128,404.4818442,0.021691763
1,B,14,d,B-14,ROS1,19,12:38:53,4790,11.98888417,0.232975582,320.5372061,2.199675322,1.009455981,20.35429955,6,1.420000017,1,2.840000033,19.13176346,20.35429955,17.97487068,430.0844421,414.5990601,11.19045258,13.79438114,50.68484116,62.47879791,499.8598328,500.0223389,571.305603,100.7033081,2.457169294,0.410406828,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833099721,0.002199675,293.5042995,292.2817635,80.00357243,-0.360489317,2.398595795,23.81844092,10.02405978,19.7430315,2.309530983,0.215312695,1.389139814,0.920391169,0.136053184,32.27915702,0.773125742,60.35989039,408.9001187,0.017697421
1,B,14,d,B-14,ROS1,20,12:40:23,4879.5,4.225088327,0.221383816,385.180705,2.018939804,0.971801476,19.90184021,6,1.420000017,1,2.840000033,19.07602119,19.90184021,17.97251129,430.1488953,424.0527039,11.1215229,13.51101589,50.54733658,61.40758514,500.1048889,100.8218689,543.361145,100.7019348,2.368057966,0.404141188,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833508148,0.00201894,293.0518402,292.2260212,16.13149866,-0.97601142,2.332386918,23.161292,9.650276112,19.4889307,2.273368684,0.205374457,1.360585442,0.912783242,0.129707379,38.78844224,0.908332152,60.62553014,422.0442992,0.006069226
1,B,13,d,B-13,ROS1,21,12:48:22,5359,22.7317289,0.962038411,347.2333749,5.46924746,0.750215415,20.98502541,6,1.420000017,1,2.840000033,19.21374321,20.98502541,17.97346115,430.3020325,400.391449,10.86420536,17.31467819,48.95010757,78.01355743,499.9214172,1500.326172,881.5910034,100.6903229,3.417038679,0.503128767,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833202362,0.005469247,294.1350254,292.3637432,240.0521821,-0.242874963,2.493635953,24.76539832,7.450720126,20.09938431,2.361094144,0.71861165,1.743420538,0.617673606,0.466085386,34.96304063,0.867234742,77.04433682,389.5858737,0.04495417
1,B,13,d,B-13,ROS1,22,12:49:52,5448.5,20.1443941,0.837358382,351.1045344,4.940190889,0.753510511,20.55320358,6,1.420000017,1,2.840000033,19.17037773,20.55320358,17.97802353,430.3511963,403.7757568,10.80110264,16.63259315,48.79650497,75.14162445,499.8402405,999.9920044,807.0144043,100.6883469,3.174240828,0.483658552,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833067067,0.004940191,293.7032036,292.3203777,159.9987171,-0.86829122,2.42821882,24.11618519,7.48359204,19.86179066,2.326604329,0.646686443,1.674708309,0.65189602,0.417856648,35.35213515,0.869553282,75.53620955,394.2000767,0.038600479
1,B,13,d,B-13,ROS1,23,12:51:22,5538.5,15.39824436,0.714244098,363.0544137,4.472154529,0.773273938,20.29819107,6,1.420000017,1,2.840000033,19.20100594,20.29819107,17.97849464,430.3609314,409.6807556,10.77890301,16.06024361,48.60166931,72.41503906,499.9106445,499.9360046,989.0762329,100.6848373,2.937332869,0.462057829,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833184408,0.004472155,293.4481911,292.3510059,79.98975895,-1.53930913,2.390296954,23.7403865,7.680142897,19.7495985,2.310472209,0.570712981,1.617023015,0.693449194,0.367306102,36.55407459,0.886188596,73.62561412,402.3611677,0.028176307
1,B,13,d,B-13,ROS1,24,12:52:52,5629,4.553933111,0.637414878,404.0312161,4.106996643,0.778857405,20.02812004,6,1.420000017,1,2.840000033,19.18765068,20.02812004,17.97536278,430.2897644,422.7396545,10.75893307,15.61164951,48.55166626,70.45043945,499.8700867,100.9548569,881.911438,100.6841125,2.722397566,0.447620153,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833116811,0.004106997,293.17812,292.3376507,16.15277674,-2.075843064,2.350702482,23.34730299,7.735653478,19.60788536,2.29023543,0.520575865,1.571845077,0.718390353,0.33416502,40.67952444,0.955744775,72.40277387,420.5749328,0.007839682
1,B,6,w,B-06,ROS1,25,12:59:58,6054.5,24.33602433,1.149368164,348.6053671,5.946203731,0.716175634,20.9050293,6,1.420000017,1,2.840000033,19.27202797,20.9050293,17.97737122,430.4443359,398.3853149,10.52113914,17.53434181,47.22423935,78.70307159,499.7951355,1499.909668,674.9328613,100.6725235,3.311569929,0.502141714,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832991892,0.005946204,294.0550293,292.422028,239.9855415,-0.476336603,2.481402072,24.64825541,7.113913602,20.08852863,2.359508589,0.818226211,1.765226438,0.594282151,0.533485969,35.09498201,0.875045726,79.01087008,386.8171345,0.049708513
1,B,6,w,B-06,ROS1,26,13:01:28,6145,21.11637784,1.068104895,356.2839013,5.548259269,0.704837043,20.49358368,6,1.420000017,1,2.840000033,19.24520111,20.49358368,17.97652435,430.2972717,402.2695923,10.48349953,17.03030205,47.13358688,76.56787109,499.8260498,1000.748657,526.1740723,100.6716766,3.165177107,0.485759497,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833043416,0.005548259,293.6435837,292.3952011,160.1197816,-1.169178724,2.419306104,24.03164609,7.001344042,19.8693924,2.327700946,0.776186411,1.714469061,0.613231885,0.504954978,35.8676977,0.885684397,78.3847968,392.2318776,0.042199604
1,B,6,w,B-06,ROS1,27,13:03:00,6236.5,15.98025514,0.9754252,370.5419256,5.064522067,0.688282576,19.96126938,6,1.420000017,1,2.840000033,19.18908882,19.96126938,17.97629356,430.3329163,408.6516418,10.43357372,16.41713715,47.07246017,74.06809998,499.506073,499.6941833,595.6323242,100.6697006,2.915238142,0.465871572,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832510122,0.005064522,293.1112694,292.3390888,79.95106755,-1.809892739,2.340990858,23.25417522,6.837038077,19.5751791,2.285587067,0.726054747,1.652708282,0.632878786,0.471097096,37.30234472,0.90674278,77.67232224,401.0553939,0.03094893
1,B,6,w,B-06,ROS1,28,13:04:30,6327,4.815951121,0.897405252,406.8128202,4.686290887,0.678463963,19.53650284,6,1.420000017,1,2.840000033,19.12999916,19.53650284,17.97586441,430.2778015,422.122406,10.37444401,15.9101696,46.97735977,72.04412842,499.8511353,100.6532364,1607.423096,100.6674957,2.635208845,0.447131872,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833085225,0.004686291,292.6865028,292.2799992,16.10451746,-2.326506943,2.280100893,22.64982234,6.739652736,19.333251,2.251459183,0.681925226,1.60163693,0.649822253,0.441440221,40.95282784,0.963731881,76.94443147,419.8331335,0.008826379
1,B,7,d,B-07,ROS1,29,13:12:03,6780,18.77775617,0.442935233,322.9217797,3.786324746,0.975232042,20.67009163,6,1.420000017,1,2.840000033,19.26907349,20.67009163,17.97842216,429.8383484,405.456604,10.13195801,14.61030483,45.47611237,65.57665253,499.8726807,1500.290771,159.4257202,100.6511612,2.826615095,0.414041281,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833121134,0.003786325,293.8200916,292.4190735,240.0465181,0.689536795,2.445776189,24.29953276,9.689227931,19.96958256,2.342196624,0.383174194,1.470544147,0.871652478,0.244220484,32.5024521,0.796439808,64.82130619,396.530558,0.030696214
1,B,7,d,B-07,ROS1,30,13:13:34,6870.5,16.4633644,0.370237999,323.8644301,3.310896682,0.998088627,20.41500282,6,1.420000017,1,2.840000033,19.23503876,20.41500282,17.97472382,430.1706543,408.7799072,10.08517647,14.00455284,45.3602562,62.98849106,499.7523193,1000.64978,128.7434998,100.646843,2.742447615,0.401756048,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832920532,0.003310897,293.5650028,292.3850388,160.1039613,0.015576369,2.407602657,23.92129337,9.916740532,19.82502079,2.321306347,0.327538307,1.40951403,0.911792317,0.208162515,32.59593244,0.792270913,62.61649813,400.9540123,0.025710635
1,B,7,d,B-07,ROS1,31,13:15:04,6961,12.51362134,0.299056435,334.7908255,2.791930213,1.019449495,20.10523224,6,1.420000017,1,2.840000033,19.19873428,20.10523224,17.98406219,430.2831421,413.8728638,10.0316,13.33870411,45.22146606,60.12956619,499.7767334,501.0715332,149.5065765,100.6468964,2.543503523,0.388871908,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832961222,0.00279193,293.2552322,292.3487343,80.17144352,-0.629159569,2.361948665,23.46767512,10.12897101,19.65198326,2.296515939,0.270565469,1.34249917,0.954016769,0.171451445,33.69565752,0.808921905,60.2184831,407.9244875,0.018472813
1,B,7,d,B-07,ROS1,32,13:16:34,7051,3.58689984,0.248044187,392.9976655,2.406029616,1.042319394,19.93740463,6,1.420000017,1,2.840000033,19.19146538,19.93740463,17.97541428,430.2181091,424.6848755,10.01816368,12.8696785,45.17856216,58.03793716,499.7480164,100.0615158,158.014801,100.6406708,2.398697615,0.376844168,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832913361,0.00240603,293.0874046,292.3414654,16.00984217,-1.170818757,2.33753247,23.22651918,10.35684068,19.56443501,2.284061873,0.228120276,1.295213077,0.988848796,0.144240659,39.55154867,0.925386535,58.23737532,422.9798351,0.004938572
1,B,15,w,B-15,ROS1,33,13:26:01,7617.5,25.47306552,1.423646716,351.9808425,6.421929721,0.667377987,20.41077995,6,1.420000017,1,2.840000033,19.17918396,20.41077995,17.9792099,430.396759,396.7591858,9.712779045,17.28864288,43.82626343,78.01027679,499.8165283,1498.958374,1282.964966,100.6208038,3.289170027,0.486457586,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833027547,0.00642193,293.56078,292.329184,239.8333345,-0.676077639,2.406975131,23.92124729,6.632604404,19.79498196,2.316986055,0.948286047,1.739597144,0.57738891,0.622560849,35.4165953,0.887139744,81.14270057,384.6505104,0.053735879
1,B,15,w,B-15,ROS1,34,13:27:32,7709,21.93163906,1.296539997,359.6078557,6.004338944,0.665085766,20.0188961,6,1.420000017,1,2.840000033,19.14256287,20.0188961,17.97998238,430.3938293,401.1727295,9.651744843,16.73939705,43.64889526,75.70198059,499.7843933,1000.937805,1088.08667,100.6174011,3.183335066,0.468423605,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832973989,0.006004339,293.1688961,292.2925629,160.1500452,-1.360994469,2.349360393,23.3494442,6.610047152,19.58072948,2.28637533,0.890157863,1.684274627,0.602100703,0.582598457,36.18280787,0.896391577,80.16634594,390.7474787,0.044995284
1,B,15,w,B-15,ROS1,35,13:29:03,7799.5,16.20276812,1.169021039,374.2367797,5.549952855,0.66120494,19.57002068,6,1.420000017,1,2.840000033,19.10017776,19.57002068,17.98054504,430.4190369,408.2484436,9.582138062,16.13708115,43.44819641,73.17021179,499.8114624,500.6106262,753.5810547,100.6160736,2.960983992,0.450353384,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833019104,0.005549953,292.7200207,292.2501778,80.0976984,-2.0254038,2.284854684,22.70864487,6.571563725,19.33509922,2.251718202,0.828137276,1.623649744,0.628068458,0.540230735,37.65423538,0.916688809,79.09376884,400.5464236,0.031994743
1,B,15,w,B-15,ROS1,36,13:30:33,7890,4.611875093,1.072162277,408.8332096,5.186974976,0.657852409,19.19015121,6,1.420000017,1,2.840000033,19.0541172,19.19015121,17.98114586,430.3622742,422.1963196,9.51009655,15.63996887,43.24555969,71.12012482,499.7674255,100.4485016,937.1150513,100.6160049,2.669754744,0.432843924,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832945709,0.005186975,292.3401512,292.2041172,16.07175989,-2.556736321,2.231483594,22.17821703,6.538248159,19.12213421,2.222043559,0.778326833,1.573631185,0.648412373,0.506404556,41.13516424,0.968348587,78.18641729,420.004055,0.008585298
1,B,3,d,B-03,ROS1,37,13:49:03,9000,25.02130001,1.118993668,344.8507287,6.259242101,0.768580948,20.33362579,6,1.420000017,1,2.840000033,19.09587479,20.33362579,17.98405838,430.1472778,397.1382446,8.78638649,16.17609596,39.83551025,73.33879852,499.9919434,1499.369751,534.5593872,100.5776749,2.789108992,0.413244009,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833319906,0.006259242,293.4836258,292.2458748,239.8991548,-0.590493681,2.395535068,23.81776146,7.641665499,19.71475029,2.305481375,0.802714602,1.62695412,0.678527254,0.522944031,34.68428447,0.868339258,76.5148586,385.2443169,0.049695768
1,B,3,d,B-03,ROS1,38,13:50:33,9090,21.90791212,1.041979818,352.3065671,5.877150505,0.760291575,19.95541382,6,1.420000017,1,2.840000033,19.07601547,19.95541382,17.98462105,430.1095581,400.9821472,8.76419735,15.70836735,39.78261948,71.30373383,499.829071,1000.003601,504.4808044,100.5738068,2.569290876,0.385496855,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833048452,0.005877151,293.1054138,292.2260155,160.0005726,-1.296309271,2.340141878,23.26790596,7.559538611,19.51571465,2.277156889,0.762297289,1.579850302,0.697306587,0.495556656,35.43281261,0.878609109,75.75901821,390.568175,0.042495063
1,B,3,d,B-03,ROS1,39,13:52:03,9179.5,16.63328496,0.958440363,367.1274572,5.456644921,0.751308331,19.53750992,6,1.420000017,1,2.840000033,19.04816437,19.53750992,17.98502922,430.0975342,407.4659424,8.753054619,15.2025013,39.80012894,69.12576294,499.921051,500.1293945,487.9672852,100.5712967,2.39497447,0.363420248,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833201752,0.005456645,292.6875099,292.1981644,80.02070134,-1.979784094,2.2802436,22.67290643,7.470405137,19.29283714,2.245801911,0.716602179,1.528935268,0.716866643,0.464733007,36.92248442,0.901001578,74.88961317,399.5592753,0.031175857
1,B,3,d,B-03,ROS1,40,13:53:33,9270,4.961114742,0.895767695,405.5673701,5.109038066,0.740595111,19.15377808,6,1.420000017,1,2.840000033,19.00133705,19.15377808,17.98377419,430.1540527,421.6156311,8.733807564,14.77423286,39.82806015,67.37371063,499.986908,100.1980972,441.9235535,100.5694122,2.103379011,0.360467672,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833311513,0.005109038,292.3037781,292.1513371,16.0316952,-2.518397149,2.226431026,22.13825235,7.364019483,19.07755756,2.215875803,0.680979244,1.485835915,0.730039888,0.440805983,40.78767203,0.961936276,74.23676416,419.2573548,0.008784511
1,B,1,w,B-01,ROS1,41,14:01:45,9762,23.43514189,1.405064367,356.8054119,6.749118184,0.70742017,20.24247551,6,1.420000017,1,2.840000033,19.11594009,20.24247551,17.98501205,430.2956238,398.9312134,8.686975479,16.6539135,39.3273201,75.39491272,499.8195496,1499.800537,402.1495056,100.5566025,3.244614363,0.483014822,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833032583,0.006749118,293.3924755,292.2659401,239.9680806,-0.832917783,2.38208113,23.68895797,7.03504447,19.6792078,2.300400844,0.940005256,1.674660959,0.625739884,0.616852829,35.87913997,0.894403346,79.7229461,387.7912693,0.048178458
